Genus	ES_Bact	ES_Bifi	ES_Esch	ES_Prev	ES_Firm
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;CAG-45	0.0032842946739016503	0	0	0.049177323599532634	0.22588004886435537
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;UBA11774	6.354941167768147e-8	0	0	0.012510298829801645	0.09643632217190509
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;AM51-8	0	1.514192026747104e-14	0	0.0070253347234896435	0.003958352439101425
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Eubacterium_I	0.0013909391056139157	1.622336011703355e-8	0	4.8687421437748407e-4	0.0282966461973736
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;COE1	0.010410243207999674	8.8610523293283e-6	0	8.265234374220211e-4	0.06945824474368306
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Eisenbergiella	0.03406537480503995	0.002699744468440409	0	2.614285639441101e-7	0.13964256251782273
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;CAG-95	5.989569690983118e-5	0	0	0.07098075153234025	0.01937962818184801
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Acetatifactor	0.17308944512436067	0	0	0.07552104433664014	0.5475239916838899
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;CAG-194	8.607041065776214e-12	0	0	0.03803664273270578	0.050955905987293104
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;CAG-791	0	0	0	0.0014919900114496619	0
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Hungatella	0.0055328036999950534	0.058729642128313324	0.017429361760010947	0.0012154250310808664	0.0038041244584854916
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;UBA9502	0.007585910753856768	8.101213827541464e-9	0	0.0015221318647483367	0.012884037565348757
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Enterocloster	0.19051174391770737	0.2041020265348599	1.4296283938694927e-8	0.00740042986490504	3.666014466102258e-4
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;UMGS1370	9.007820538313225e-4	0	0	0	3.043876693841015e-13
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Clostridium_Q	0.021723272493616677	0.010154165433387539	1.3864598318268735e-4	0.022988651073950876	0.03941606245035719
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;UC5-1-2E3	4.7238155186634286e-5	8.403605171944664e-4	0	0	1.1425076218109555e-4
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;CAG-81	0.03796483335564731	0.0058102728342625636	1.0629715707954985e-4	0.01090114324770836	0.04127459920021698
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Oribacterium	0	0	0	0.0024552992078447156	0
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoanaerobaculum	0	0	0	0.0013199668850575048	0
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Stomatobaculum	0	5.623471010653254e-5	0	0	0
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospira	0.19100967050367687	2.684870436298996e-5	0	0.1220238029021413	1.2361336113632755
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;UBA4285	0	0	0	7.208312379217843e-4	0.0015992910142175517
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Bacteroides_F	0	0	0	0.0198866149720119	0.02784969109024656
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;CAG-882	5.146994699753824e-4	0	0	3.2215554535977987e-4	0.07212936287087737
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Butyrivibrio_A	0	0	0	0.3658177214755942	0.2131392460380182
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Eubacterium_G	0.002860394091745061	0	0	8.207568101606821e-4	0.0651212447114049
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;CAG-603	7.433210640865427e-12	0	0	0.022318028266278524	0.007861735677002234
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;CAG-303	1.371134406988987e-15	0	0	0	0.013982248756855603
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoclostridium	6.088859707474697e-4	6.478205528454713e-4	0	0	0
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;CAG-411	0	0	0	4.942348274130502e-13	0.007374104507776828
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Eubacterium_F	0.0010356947303027646	4.188029083376627e-6	0	0.004638604461226719	0.18852122874690663
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;V9D3004	6.012108127923729e-5	0	0	1.2355988047530538e-4	0.001848256839910075
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;TF01-11	0.0014695794804698845	0	0	0.044038233956575294	0.1572578180312809
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus	0	0	0	0.41094535471461324	0.9145949457840271
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;CAG-590	0	0	0	0.016934861038699296	0.00889353379609816
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Anaerostipes	0.13363700003379625	0.059646926177231316	0	0.014165750837817443	0.7437262201489754
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Anaerobutyricum	7.016416614804449e-4	0.0026875572653530747	0	0.011440649289692696	0.30414062597379937
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Anaerotignaceae;Anaerotignum	0.00366138663470106	0	0	0.011642510731680737	0.038352359182831905
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Anaerotignaceae;UMGS1670	0.001056100181882266	0	0	1.6044778816537447e-4	0.001246793295648072
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;CAG-274;UMGS1441	2.3273595563307745e-4	0	0	0	0.0010320573820591422
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Cellulosilyticaceae;Cellulosilyticum	0	0	0	0	1.2321633666970104e-4
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Cellulosilyticaceae;Niameybacter	0	0.008164939694552897	1.7108523923523586e-4	0	3.855671203814772e-11
Bacteria;Firmicutes_A;Clostridia;Peptostreptococcales;Anaerovoracaceae;CAG-145	1.7010084588083406e-6	0	0	0	0.012717422706844532
Bacteria;Firmicutes_A;Clostridia;Peptostreptococcales;Anaerovoracaceae;Mogibacterium	9.225275211810289e-7	9.008243294140159e-6	0	0.005118038496036567	0.001961979314868489
Bacteria;Firmicutes_A;Clostridia;Peptostreptococcales;Anaerovoracaceae;Eubacterium_B	1.9212945743435133e-11	5.676097392097507e-5	0	0	2.7811366864614764e-4
Bacteria;Firmicutes_A;Clostridia;Peptostreptococcales;Anaerovoracaceae;QAKD01	2.4854942636878705e-4	0	0	3.9691412860548217e-4	6.332967849726616e-4
Bacteria;Firmicutes_A;Clostridia;Peptostreptococcales;Anaerovoracaceae;UBA1191	2.7026285657305294e-6	2.3213002980956495e-7	0	7.418919165525945e-4	0.008678431007093276
Bacteria;Firmicutes_A;Clostridia;Peptostreptococcales;Anaerovoracaceae;UMGS973	0	6.086918850780609e-8	0	0.00265011834755804	4.126563398809795e-4
Bacteria;Firmicutes_A;Clostridia;Peptostreptococcales;Anaerovoracaceae;Eubacterium_M	1.6261692107611753e-5	0	0	0	0
Bacteria;Firmicutes_A;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Romboutsia	3.475844602614161e-5	0.015027600720477955	0	0.007320858708972328	0.03052491713260771
Bacteria;Firmicutes_A;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Paraclostridium	0	0	0	1.148167274243635e-4	0
Bacteria;Firmicutes_A;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Paeniclostridium	0	0.003380653902221737	1.0080064287487731e-4	0	0
Bacteria;Firmicutes_A;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Intestinibacter	0.00081520118484202785	0.011717512393216655	7.512966147685249e-5	0.008259709977380628	0.029388729603249817
Bacteria;Firmicutes_A;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Clostridioides	0	0.025876620371216158	0.008690021951575418	0	0
Bacteria;Firmicutes_A;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Clostridium_U	0	2.0112942740662447e-4	0	7.487430832830586e-4	0
Bacteria;Firmicutes_A;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Peptostreptococcus	0	3.828162647565844e-4	6.903242135563293e-4	1.4996175516998437e-13	4.9361329350076166e-5
Bacteria;Firmicutes_A;Clostridia;Tissierellales;Helcococcaceae;Anaerococcus	0	0.0024686892052883497	0.00595755730642197	0	0
Bacteria;Firmicutes_A;Clostridia;Tissierellales;Helcococcaceae;Levyella	0	7.109123141359821e-6	0	2.348906686752767e-5	0
Bacteria;Firmicutes_A;Clostridia;Tissierellales;Helcococcaceae;Finegoldia	0	8.5528260259829e-6	0.004597325152743757	1.1824845455592207e-9	0
Bacteria;Firmicutes_A;Clostridia;Tissierellales;Helcococcaceae;Parvimonas	1.0960122595421967e-8	0	1.1848738433037944e-10	1.307431939483603e-4	0.0023105520902088166
Bacteria;Firmicutes_A;Clostridia;Tissierellales;Peptoniphilaceae;Peptoniphilus_A	4.3406986017693313e-4	0.001201387123765392	0.0010823167049855485	0	0
Bacteria;Firmicutes_A;Clostridia;Tissierellales;Ezakiellaceae;Fenollaria	2.5014101929478364e-7	0	0	5.029496719617069e-4	2.678965627064085e-4
Bacteria;Firmicutes_A;Clostridia;Tissierellales;Ezakiellaceae;Ezakiella	0	0	5.858841618840582e-5	0	0
Bacteria;Firmicutes_A;Clostridia;Tissierellales;Sporanaerobacteraceae;Anaerosalibacter_A	0	0.002906372375761812	0	0	0
Bacteria;Firmicutes_A;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium	1.0620183937614342e-7	6.359489783523123e-4	5.630306197560752e-4	0	0
Bacteria;Firmicutes_A;Clostridia;Eubacteriales;Anaerofustaceae;Anaerofustis	5.418417453714608e-5	0	0	0	0
Bacteria;Firmicutes_A;Clostridia;Eubacteriales;Garciellaceae;Garciella	0	0.0029384921257048792	0	0	0
Bacteria;Firmicutes_A;Clostridia;Clostridiales;Clostridiaceae;Clostridium	4.9952382946575093e-8	0.19874676209466705	0.1260618581158742	0.0038357356726793222	0.006649439487496266
Bacteria;Firmicutes_A;Clostridia_A;Christensenellales;CAG-917;CAG-475	0	0	0	0.21803099940442894	0.0047981106399152575
Bacteria;Firmicutes_A;Clostridia_A;Christensenellales;CAG-917;UMGS1688	0	0	0	0	0.012052922319832167
Bacteria;Firmicutes_A;Clostridia_A;Christensenellales;CAG-917;CAG-1138	0	0	0	0.006145156747454409	0
Bacteria;Firmicutes_A;Clostridia_A;Christensenellales;Borkfalkiaceae;UBA7597	5.820467098110958e-5	0	0	0.02694764017296747	0.003019279219353716
Bacteria;Firmicutes_A;Clostridia_A;Christensenellales;Borkfalkiaceae;QALS01	6.888817650529975e-5	0	0	4.467850898079989e-4	0.02942236478203264
Bacteria;Firmicutes_A;Clostridia_A;Christensenellales;Borkfalkiaceae;Borkfalkia	1.8956652020606955e-4	0.0490819061490978	0	1.0501920344152104e-5	0.013488398771687716
Bacteria;Firmicutes_A;Clostridia_A;Christensenellales;Borkfalkiaceae;UMGS621	3.6362124954721753e-4	0	0	0.016489771491841616	0.002603088247337613
Bacteria;Firmicutes_A;Clostridia_A;Christensenellales;CAG-552;UBA10677	1.128363699870167e-14	1.323254515976618e-13	0	0.0027815904274779567	0.005358064148523582
Bacteria;Firmicutes_A;Clostridia_A;Christensenellales;CAG-552;UMGS1795	2.2295975569937515e-4	0	0	0.0029825285545167046	6.914233171179296e-4
Bacteria;Firmicutes_A;Clostridia_A;Christensenellales;CAG-552;CAG-552	0	0	0	0.013055256637775698	0.001440677621982186
Bacteria;Firmicutes_A;Clostridia_A;Christensenellales;CAG-314;CAG-1435	0	0	0	0.010505661041486739	0
Bacteria;Firmicutes_A;Clostridia_A;Christensenellales;CAG-314;CAG-314	6.938336575855533e-14	0	0	0.015546593396855308	0.07382700629185494
Bacteria;Firmicutes_A;Clostridia_A;Christensenellales;CAG-314;UMGS692	0	0	0	0.0011207014696397565	0
Bacteria;Firmicutes_A;Clostridia_A;Christensenellales;CAG-314;UMGS929	0	0	0	2.6736683218882587e-15	0.022523296660665264
Bacteria;Firmicutes_A;Clostridia_A;Christensenellales;UBA1242;UMGS687	0	0	0	0.01309591805626221	0
Bacteria;Firmicutes_A;Clostridia_A;Christensenellales;QALW01;QALW01	1.320955526193804e-15	0	0	6.179642371974245e-4	0.006084708600558748
Bacteria;Firmicutes_A;Clostridia_A;Christensenellales;QALW01;UMGS1322	9.468100399843784e-5	0	0	2.2571873751154242e-4	5.410681271215648e-4
Bacteria;Firmicutes_A;Clostridia_A;Christensenellales;CAG-74;Firm-11	0	0	0	0.001242480882178489	0.01292663933852076
Bacteria;Firmicutes_A;Clostridia_A;Christensenellales;CAG-74;SFMI01	0	0	0	0.0038789146584813044	0.0024462536345060187
Bacteria;Firmicutes_A;Clostridia_A;Christensenellales;CAG-74;OEMS01	0	0	0	0	4.388399198303424e-4
Bacteria;Firmicutes_A;Clostridia_A;Christensenellales;CAG-138;UBA1685	0	0	0	0.00427231195904256	0.020739924030081906
Bacteria;Firmicutes_A;Clostridia_A;Christensenellales;CAG-138;Phil1	0	0	0	0.05888820041067525	0.0304418748703505
Bacteria;Firmicutes_A;Clostridia_A;Christensenellales;CAG-138;UBA5394	0	0	0	0	0.006229423310195839
Bacteria;Firmicutes_A;Clostridia_A;Christensenellales;CAG-138;SFEL01	0	1.536183597132733e-14	0	0.03669163480693894	0.061019359261321064
Bacteria;Firmicutes_A;Clostridia_A;Christensenellales;CAG-138;PeH17	0	0	0	0.08641547371204915	0.07420433109316182
Bacteria;Firmicutes_A;Clostridia_A;Christensenellales;CAG-138;UMGS946	0	0	0	1.8717200256381343e-5	0.0035974387680789465
Bacteria;Firmicutes_A;Clostridia_A;Christensenellales;CAG-138;UMGS1241	0	0	0	0.005889913047306076	0.013389201889900674
Bacteria;Firmicutes_A;Clostridia_A;Christensenellales;CAG-138;RUG472	0	0	0	0.014486970249731428	0
Bacteria;Firmicutes_A;Clostridia_A;Christensenellales;QAND01;UMGS1975	8.1938069034477e-4	0	0	7.869671504293315e-4	0.0019012490190969682
Bacteria;Firmicutes_A;Clostridia_A;Christensenellales;Christensenellaceae;UMGS743	3.444495959076388e-6	0	0	0	0.006100563638213865
Bacteria;Firmicutes_C;Negativicutes;Veillonellales;Veillonellaceae;Veillonella	0.015395368436560369	1.9831971496166687	0.21160213199699732	0	0
Bacteria;Firmicutes_C;Negativicutes;Veillonellales;Veillonellaceae;F0422	0	0.01513492771735136	9.663271400610009e-4	0	0
Bacteria;Firmicutes_C;Negativicutes;Veillonellales;Megasphaeraceae;Megasphaera	6.926082505511045e-4	0.0935265222603189	1.2407011695777944e-6	0.05860319089631371	0.003862850614080544
Bacteria;Firmicutes_C;Negativicutes;Veillonellales;Megasphaeraceae;Anaeroglobus	1.4061653966632076e-4	0.027441552988063802	1.963994987040637e-5	0	0
Bacteria;Firmicutes_C;Negativicutes;Veillonellales;Megasphaeraceae;28L	0	0.001615741903106213	0	0	0
Bacteria;Firmicutes_C;Negativicutes;Veillonellales;Dialisteraceae;Dialister	0.07425760952016476	4.3086297826573415e-5	0	0.5344176400444695	0.5170641838338841
Bacteria;Firmicutes_C;Negativicutes;Veillonellales;Dialisteraceae;Allisonella	1.908757128968105e-4	1.1570943016787906e-4	0	5.073361459694714e-4	0.0015403113892330808
Bacteria;Firmicutes_C;Negativicutes;Acidaminococcales;Acidaminococcaceae;Succiniclasticum	1.3159852384961518e-7	0	0	0.014916800151779059	0.011414721250564537
Bacteria;Firmicutes_C;Negativicutes;Acidaminococcales;Acidaminococcaceae;Acidaminococcus	0.024953099289301155	0.002906751476930267	1.9867748320991544e-4	0.013261440647298225	0.02038457667275896
Bacteria;Firmicutes_C;Negativicutes;Selenomonadales;Selenomonadaceae;Mitsuokella	3.3370275631816756e-14	0	0	0.11085258188258942	5.3125491851010275e-5
Bacteria;Firmicutes_C;Negativicutes;Selenomonadales;Selenomonadaceae;Centipeda	2.4488672193368326e-6	2.74001143076547e-11	0	6.735916229965546e-4	0
Bacteria;Firmicutes_C;Negativicutes;Selenomonadales;Selenomonadaceae;Megamonas	0.024270156748660798	0.0015190806071267665	0	0.044059784750001434	0.07667350076735764
Bacteria;Actinobacteriota;Actinomycetia;Mycobacteriales;Mycobacteriaceae;Mycobacterium	0	0	2.0377850645996687e-4	0	0
Bacteria;Actinobacteriota;Actinomycetia;Mycobacteriales;Mycobacteriaceae;Corynebacterium	0	0.0011865853710120151	0.040721338000930245	0	0
Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;Microbacteriaceae;Clavibacter	0	0	0	1.69673170379079e-5	6.049643703285511e-5
Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;Microbacteriaceae;Tropheryma	0	0	1.2659346752417785e-5	0	0
Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;Bifidobacteriaceae;Bifidobacterium	0.025753783099918822	14.135623442204498	0	5.367283952319524e-6	0.0010251926584073786
Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;Bifidobacteriaceae;Alloscardovia	0	0	7.112149828074137e-5	0	0
Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;Bifidobacteriaceae;Scardovia	0	1.7843199728467685e-4	0.002695810388626643	0	0
Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;Bifidobacteriaceae;Parascardovia	0	0	2.729807002527283e-5	0	0
Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;Micrococcaceae;Micrococcus	0	0.002715549165590957	0	0	0
Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;Micrococcaceae;Rothia	0	0.02710460351545256	0.0026525594787445207	0	0
Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;Micrococcaceae;Kocuria	0	0.002535378644810291	0	0	0
Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;Actinomycetaceae;Pauljensenia	5.79417861441773e-6	0.06137439007523421	0.003048682309793204	1.3757891623876012e-7	2.6591250819142415e-6
Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;Actinomycetaceae;Gleimia	0	0.008600409125127818	0	0	0
Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;Actinomycetaceae;Varibaculum	0	0.006486120449553097	9.161365013689987e-4	0	0
Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;Actinomycetaceae;Winkia	0	0.008901289423981305	0.0036501443898151434	0	0
Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;Actinomycetaceae;Mobiluncus	0	0	0	3.490668705630435e-4	0
Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces	0	0.015368189828872237	9.609499651851199e-4	0	0
Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinotignum	0	0.003048172786513895	0	0	0
Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinobaculum	0	0.005870368045914935	0	0	0
Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;Dermabacteraceae;Dermabacter	0	0	0.003589504540106804	0	0
Bacteria;Actinobacteriota;Actinomycetia;Propionibacteriales;Propionibacteriaceae;Cutibacterium	0	0.06976751078228781	0.014690275647390118	0	0
Bacteria;Actinobacteriota;Actinomycetia;Propionibacteriales;Propionibacteriaceae;Propionibacterium	5.911037551459624e-13	0.0019119408141867289	0	0	1.280027616120054e-4
Bacteria;Actinobacteriota;Actinomycetia;Propionibacteriales;Propionibacteriaceae;Propionimicrobium	0	5.38986934115176e-4	0	0	0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella	0.0025957741591095774	0.5961622026384203	0	0.07185374318378869	0.5094449953492687
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Enorma	3.4748721403662597e-10	2.2659352515848837e-16	5.0275288310310456e-5	0	0.004514277601183901
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Lancefieldella	0	0.005075988712738391	5.94592292260438e-4	0	0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Olsenella	0	0.01322770533853408	0	0.005703683581852511	0.005786521879716234
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Fannyhessea	0	0.03831528832963871	0	0	0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Parolsenella	0	0.0019804498778554095	0	0.002232373415248408	4.72679488418402e-4
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Eggerthella	6.6786917492593e-4	0.06849016407040001	4.071875362505705e-4	0	0.003990833977250352
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Gordonibacter	1.0380444850127856e-7	5.761055644482203e-5	0	0	0.0013129417663854206
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Adlercreutzia	1.4365079813251647e-5	8.35565546458157e-6	0	1.135085511436286e-4	0.039578491960280994
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;CAG-1427	5.9005734630997135e-9	7.491541931835526e-5	0	0.0015859715570449092	0.08353035086302003
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;UMGS1519	2.7408362583731816e-4	0	0	5.620906210612497e-5	0.0010754579224054094
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Slackia	0	0.004480707173721361	0	0.005994329353007812	0.009519209653492794
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;QAMH01;QAMH01	0	0	0	2.865958066560543e-13	0.009857846122039335
Bacteria;Cyanobacteria;Vampirovibrionia;Gastranaerophilales;Gastranaerophilaceae;Zag1	0.002084075082538648	0	0	0.08970273531266587	0.021376017124678452
Bacteria;Cyanobacteria;Vampirovibrionia;Gastranaerophilales;Gastranaerophilaceae;QAMI01	0.0025328734626015714	0	0	1.5730004956030028e-4	0.0011065228025215884
Bacteria;Cyanobacteria;Vampirovibrionia;Gastranaerophilales;Gastranaerophilaceae;CAG-484	3.4670229236396166e-4	0	0	0.003046041269771994	0.0019681988386281986
Bacteria;Cyanobacteria;Vampirovibrionia;Gastranaerophilales;Gastranaerophilaceae;Zag111	7.629084964341958e-7	0	0	0.09675788569010789	1.6536933575249047e-7
Bacteria;Cyanobacteria;Vampirovibrionia;Gastranaerophilales;Gastranaerophilaceae;UBA6984	0	0	0	0.004281851786821211	0
Bacteria;Cyanobacteria;Vampirovibrionia;Gastranaerophilales;Gastranaerophilaceae;UMGS951	0	0	0	0	0.002820808330211589
Bacteria;Cyanobacteria;Vampirovibrionia;Gastranaerophilales;Gastranaerophilaceae;CAG-306	0.010712722331608544	0	0	0	6.031237956082041e-4
Bacteria;Cyanobacteria;Vampirovibrionia;Gastranaerophilales;Gastranaerophilaceae;RUG841	0	0	0	0.006738339202258602	8.875700990684939e-9
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	0	0	0.21066408539260803	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	0	0.042146197937798696	0.018912061225382994	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Moraxella_A	0	1.4663734748608388e-4	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia	7.242983565694664e-5	0.02848388637666648	10.242295181983192	1.4325678780310652e-12	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella	0	0	0.3274291359310889	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter	0	9.144620956697968e-4	5.222175138566415	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Kluyvera	0	2.5541804888082528e-8	0.002595540404090497	4.838883321200784e-6	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Pseudocitrobacter	0	6.259000215477683e-16	0.051574380158645954	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter	0	2.5337137940996067e-5	3.159474162080627	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Lelliottia	0	0	0.005947142550645424	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Leclercia	0	0	0.0017719187273319934	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Raoultella	0	2.1799767842108365e-4	0.18922775749250692	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella	0	2.353113929465319e-6	1.6919280931808125	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Trabulsiella	0	0	0.003867699663062701	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Yokenella	0	4.3905734507956504e-4	0.001609435781270697	0	2.479256717218373e-5
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Pluralibacter	1.23202844877878e-11	2.2907747391318094e-4	0	0	4.2601985014079796e-4
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Pseudescherichia	0	0	0.018415060084768124	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Kosakonia	9.010214854125692e-12	4.225117707229953e-5	0.012451094478553392	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Phytobacter	0	2.57445838443651e-4	0.00199250602796951	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Cronobacter	0.0010865182258237634	0	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Franconibacter	0	6.346119029703588e-4	0.0018939923900860045	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Siccibacter	0	1.882200736974496e-4	0.01759561828577442	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Atlantibacter	0	1.988520391536352e-14	0.012337167825981302	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Shimwellia	1.1649739008736056e-4	0.001268077688827525	0.002402087280482851	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Buttiauxella	0	0	0.00629015493638607	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Cedecea	0	0	0.0016315977944637134	0	0
