Genus	ES_Bact	ES_Bifi	ES_Esch	ES_Prev	ES_Firm
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Pantoea	0	0.20480074546646523	2.3793283975664158e-7	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Mixta	0	0.001203872694884992	6.318576269428751e-5	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Pectobacterium	0	0	2.3137165365028862e-5	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Serratia	0	5.326356202915586e-7	0.7808864572333221	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Ewingella	0	5.125788616749071e-5	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Rouxiella	0	5.337730388567029e-5	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Nissabacter	9.96670443124891e-6	0.006628065319560873	4.029964206551488e-4	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Hafnia	0	0.007951112688864878	0	6.608040962841289e-5	0.0020124312683659175
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Proteus	0	1.3141854177505193e-11	0.1877456932743491	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Morganella	0	0	0.03820953695491881	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Providencia	5.239044478751748e-5	0.0021585909234835775	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pasteurellaceae;Rodentibacter	0	7.814036895117764e-4	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pasteurellaceae;Haemophilus	0.05858704297249002	1.0585899910279704	0.0069588954417355185	0.014694158267906533	1.514405470103265e-9
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pasteurellaceae;Aggregatibacter	0.0014199229861381608	3.0859541382034924e-4	0	7.456678064080159e-16	1.070666451388457e-6
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pasteurellaceae;Basfia	3.7680126608013423e-4	0	0	1.9898088546706086e-4	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pasteurellaceae;Necropsobacter	0	0	0	0	1.1867883258752891e-4
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pasteurellaceae;Histophilus	1.4902012645505116e-4	1.6423839814868596e-5	0	1.2799213844126713e-4	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pasteurellaceae;Mannheimia	5.06664567219079e-12	9.844899975945131e-4	3.257621318346464e-5	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pasteurellaceae;Actinobacillus	1.525087487855799e-4	0.003906462891158898	7.705131989158432e-6	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pasteurellaceae;Glaesserella	3.474228528627891e-5	9.261157289633811e-5	7.84367303792479e-6	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Shewanellaceae;Shewanella	0	0	8.260026664031939e-4	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Aeromonadaceae;Aeromonas	0	0	0.004336624303257661	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Succinivibrionaceae;Succinatimonas	0	0	0	1.039968425633434e-5	1.2212192578807076e-4
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Succinivibrionaceae;Anaerobiospirillum	0	0	0	3.152303073934096e-4	0
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas	0	0.03757022062749762	0.0025729019747056194	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia	0	9.753201467842481e-7	0.002145310165167415	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Oxalobacter	5.003984629284234e-6	0	0	3.2168269768976154e-4	0.0019107660151671641
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Acidovorax_D	0	0.006034014826889873	1.3199999625210748e-15	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Comamonas	0	0	7.400089064118784e-4	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Lautropia	0	0	0	0	8.94478774154242e-5
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Duodenibacillus	0.038684544298921604	0	0	0.11180208198047603	0.02802229067204866
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Sutterella	0.2981302178834772	0.10602284040750845	0	0.1699544258694307	0.0724611560658486
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Mesosutterella	0.005262361905158181	0.0040818516069947245	0	0.003487952959319749	0.00400178430122368
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae;Neisseria	0	0.024764926483360195	6.187210869293166e-4	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae;Eikenella	0	6.354155319545993e-5	0	0	0
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Aquaspirillaceae;Microvirgula	0	0	3.2044322237176245e-4	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Brucella	0	0	9.224952947062147e-6	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Bradyrhizobium	0	0.02886423721903069	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Afipia	0	1.3415563383239147e-4	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylobacterium	0	0.0030685295450183013	1.3251938086779913e-5	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas	0	0	1.505973009294444e-4	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter	0	0.0066232696557964954	8.347239915767639e-10	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis	0	0	2.240788274284403e-4	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas	0	0.0035359345014684394	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Gluconobacter	0	0.001281047905905166	0	0	0
Bacteria;Proteobacteria;Alphaproteobacteria;RF32;CAG-239;RUG410	0	0	0	0.007255979676301712	0
Bacteria;Proteobacteria;Alphaproteobacteria;RF32;CAG-239;CAG-267	0.0021291843982286624	0	0	0.002162174488124817	0.15793264197830278
Bacteria;Proteobacteria;Alphaproteobacteria;RF32;CAG-239;CAG-495	0.14805298596146546	0	0	0.002519377666216692	0.27767305494885813
Bacteria;Proteobacteria;Alphaproteobacteria;RF32;CAG-239;51-20	7.743854655209259e-4	0	0	0.002599768691080515	0.09337629009782847
Bacteria;Proteobacteria;Alphaproteobacteria;RF32;CAG-977;UBA11549	0	0	0	0.039812272215214384	0
Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio	5.401501365497753e-4	0	0	0.016335310892695857	0.017869750976615
Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Mailhella	8.864438386270925e-5	0	0	2.3996175134411316e-4	0.0011492971583593982
Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Bilophila	0.019497657279262972	5.393820570589952e-6	3.9473198485318566e-4	0.011052141661079665	0.023939805167340913
Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Nitratidesulfovibrio	0	1.0857217372702704e-4	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Prevotella	0	0	0	10.769191187962049	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Prevotellamassilia	0	0	0	0.5016035475361803	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;CAG-617	0	0	0	0.007328343345384878	0.0048927233128863434
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Alloprevotella	4.5899905182597957e-4	4.369373530685271e-4	1.2698256344140925e-6	5.725682993250688e-8	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;F0040	0	0.002066033336301936	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;UBA6398	2.2835307036277727e-5	0	0	0.023999892382187273	0.010460313595632589
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Paraprevotella	0.0598136387633551	0	0	0.06599670304113392	0.07028845391318823
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides	24.328366068997994	1.070368137567981e-14	0	2.533936764821005e-6	1.0320209136605804e-6
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola	8.50060271013311	1.8981290767085165e-6	0	0.28218576483927715	0.6832911580201392
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;CAG-462	2.288608118837669e-11	0	0	0.0019178724488219004	0.005571305476475047
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;CAG-873	0	0	0	0.023932738651203732	0.017744381095264092
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;UBA7173	4.441522173972572e-5	0	0	9.047911957030386e-6	0.11810922609852822
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Duncaniella	2.4121310656801813e-4	0	0	0	0.00538450202629826
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Paramuribaculum	0	0	0	0.007526803765531347	0.02232051292376003
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Amulumruptor	0.009188832925671613	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculum	3.1654289909654043e-9	0	0	0	0.025258049361209404
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;CAG-485	0	0	0	6.108399586603974e-5	0.01935014400060107
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;CAG-279	5.430969352492012e-7	0	0	0.20842650197564674	0.04255133582822004
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella	0.11525922466516653	0	0	0.040905312592952	0.2990912675330172
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Coprobacteraceae;Coprobacter	0.02826907910090731	0	0	6.096569900978708e-16	0.0010139167826097267
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;UBA11471;UBA11471	0.006530851970645218	0	0	0.005611830572136404	0.029287001879519072
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Dysgonomonas	0	0.006098189082764267	0.004393663518444081	0	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides	1.8928268352254352	2.2888070444835256e-8	0	0.1328858332715956	0.03526471901900132
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas	0.005619658329705676	2.03949387324489e-4	0	2.743668070767408e-4	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Paludibacteraceae;RF16	0	0	0	0.001988295013524861	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae;Odoribacter	0.07383619816326631	0	0	0.01888224508225171	0.10341816912776929
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;UBA932;RC9	0	0	0	0.8078832196360941	0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes	0.9011546595439007	0	0	0.1332279261913051	2.9552660893000455
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Tidjanibacter	0.0421436444145858	0	0	0	0.03032023753030254
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium	0	0	2.580070502344019e-4	0	0
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;Chryseobacterium	0	0	7.831805120514586e-4	0	0
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;UBA1820;UBA1820	7.427348519476414e-5	0	0	0.0013762083793012834	0.003607141934169133
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;CAG-312;CAG-312	0	0	0	0.03784415952933473	0.005971727388694286
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;CAG-312;UMGS1490	0	0	0	0.0015683626274066243	0
Bacteria;Verrucomicrobiota;Kiritimatiellae;RFP12;UBA1067;RUG572	0	0	0	0.006584206023463358	0
Bacteria;Verrucomicrobiota;Lentisphaeria;Victivallales;Victivallaceae;Victivallis	4.663809055314259e-4	0	0	0.007330309202512556	0.0045766478041436316
Bacteria;Verrucomicrobiota;Lentisphaeria;Victivallales;UBA1829;UBA1829	0	0	0	0.0061079998429610476	0.002577057031392998
Bacteria;Verrucomicrobiota;Lentisphaeria;Victivallales;UBA1829;UBA11452	2.7551003605617944e-7	0	0	0.002614996442734553	0.0013902961195314664
Bacteria;Elusimicrobiota;Elusimicrobia;Elusimicrobiales;Elusimicrobiaceae;UBA1436	0	0	0	0.0053454993443799795	6.74607090040893e-4
Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Arcobacteraceae;Aliarcobacter	0	0	2.5433264117363043e-4	0	0
Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Campylobacteraceae;Campylobacter_A	4.4133221750229207e-13	9.91370912942759e-4	9.876838781053648e-5	0	1.4080469810977997e-9
Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Campylobacteraceae;Campylobacter_B	1.1656375687579903e-7	0.04165730523447594	0	0	0
Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Campylobacteraceae;Campylobacter_D	0.005812612912299103	0.0051390981532760515	0	7.979679285085716e-13	0
Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Helicobacteraceae;Helicobacter_D	0	0	0	0	8.347344467965077e-5
Bacteria;Spirochaetota;Spirochaetia;Treponematales;Treponemataceae;Treponema_D	0	0	0	0.02718804359834201	0
Bacteria;Spirochaetota;Brachyspirae;Brachyspirales;Brachyspiraceae;Brachyspira	4.304028727609104e-4	0	0	0.003394720692989642	0.00175409829550921
Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;Cloacibacillus	0	0	0	0	0.0010611633408529652
Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae;An23	0	0	0	0	3.491726109229733e-4
Bacteria;Synergistota;Synergistia;Synergistales;Dethiosulfovibrionaceae;Pyramidobacter	0	0	0	0	7.139966855520218e-5
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus	0	1.0276497307194643	0.5473114394011239	0	0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Merdibacter	3.9134162416914065e-4	0	0	0	1.6305005043110966e-5
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Catenibacterium	5.903056624482214e-10	0.006169125979742069	0	0.1013835044969868	0.026495481664571514
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Coprobacillus	1.0719462178637468e-4	0.0021120077315705376	0	2.78142868721343e-5	0.013874325316631485
Bacteria;Firmicutes;Bacilli;RFN20;CAG-826;UBA733	0	0	0	0.016710006954426204	2.404414610296295e-5
Bacteria;Firmicutes;Bacilli;RFN20;CAG-826;RUG131	0	0	0	0.003684345952926487	0.0014958936884321874
Bacteria;Firmicutes;Bacilli;RFN20;CAG-288;CAG-568	0	0	0	0.2507258615211947	0
Bacteria;Firmicutes;Bacilli;RF39;CAG-302;	0	0	0	0.003942650154699308	0.0010290141607076195
Bacteria;Firmicutes;Bacilli;RF39;CAG-302;RUG705	0	0	0	0.019472671624447047	0
Bacteria;Firmicutes;Bacilli;RF39;CAG-822;CAG-884	0	0	0	0.0010341046805910459	2.307497224152625e-5
Bacteria;Firmicutes;Bacilli;RF39;CAG-611;CAG-877	0	0	0	0.0032074859734007866	0.04124814757773882
Bacteria;Firmicutes;Bacilli;RF39;CAG-611;CAG-611	0	0	0	0.05957598978092636	9.734148349406786e-4
Bacteria;Firmicutes;Bacilli;RF39;CAG-1000;	3.219844934562482e-16	0	0	3.460587462512356e-4	0.003370942339474894
Bacteria;Firmicutes;Bacilli;Acholeplasmatales;Anaeroplasmataceae;	0	0	0	2.4306888884017008e-8	0.0030229806010367366
Bacteria;Firmicutes;Bacilli;Acholeplasmatales;Anaeroplasmataceae;CAG-307	0.003427811153725337	0	0	0.03373189710432192	0.058834309939904635
Bacteria;Firmicutes;Bacilli;ML615J-28;CAG-313;UBA1737	4.532756263380729e-4	0	0	0.0023878709486607023	3.7347599660259354e-4
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Acutalibacteraceae;	2.643269455766429e-7	0	0	2.816454665715359e-4	3.559158975966627e-4
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Acutalibacteraceae;UMGS1623	1.2852825484664003e-4	0	0	2.019043062603865e-8	0.001181758334754685
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Acutalibacteraceae;UBA1691	0.003332765796416665	0	0	1.0176781469003987e-6	0.048622072255491124
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Acutalibacteraceae;UMGS263	0.0028687289093764414	0	0	0	6.612780931829331e-13
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Acutalibacteraceae;UMGS1279	0	0	0	3.06164143571432e-4	2.067975554539504e-6
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Ruminococcaceae;UBA5884	0	0	0	0.012187547230679358	0
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Ruminococcaceae;UBA1394	1.952311442666764e-6	0	0	0.0011184064909931636	0.11613324741131623
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Ruminococcaceae;UBA1409	0	0	0	0.003545338008462277	9.83746225673807e-4
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Ruminococcaceae;UMGS1668	0	0	0	0.002505784515315917	0
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Ruminococcaceae;UMGS966	0.0024851761746501294	0	0	3.3299787684474376e-4	0.0033581931393231517
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Ruminococcaceae;Fournierella	0	0	0	3.3071528531659033e-5	7.87231454704563e-4
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Ruminococcaceae;	4.3461456979012107e-10	0	0	0.0010840933519009213	6.125124124336705e-4
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Oscillospiraceae;ER4	0.003466683503931717	0	0	0.22254355363272385	0.3934514585989987
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Oscillospiraceae;	1.864272253101456e-4	0	0	7.669780562824582e-4	0.006741339489579553
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Oscillospiraceae;UMGS1766	2.203459562596825e-7	0	0	0	6.733646909313885e-4
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Oscillospiraceae;F23-B02	0	0	0	0.07741999594778284	0.06755445876247992
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Oscillospiraceae;CAG-103	8.127951033627826e-6	3.8927951430374084e-06	0	0.08446721235211684	0.18974298822367616
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Oscillospiraceae;UBA738	0	0	0	0.03190646644340339	0.019666842102101158
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Butyricicoccaceae;UBA4644	0	0	0	6.390009324789995e-4	4.5971844711534634e-4
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;CAG-272;UMGS1002	0	0	0	0.0033228231642528365	0
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;CAG-272;	0	0	0	2.240352708209597e-9	1.2547448618207822e-4
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;CAG-272;UMGS1225	0	0	0	1.3197293483232424e-9	7.075828969035798e-4
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;CAG-382;UCG-010	0	0	0	3.9751901464438455e-5	0.003857448060943192
Bacteria;Firmicutes_A;Clostridia;Oscillospirales;QAKW01;	0	0	0	2.274978793852601e-5	2.602878151478374e-4
Bacteria;Firmicutes_A;Clostridia;UMGS1840;;	4.293567754852315e-7	0	0	8.99094312981197e-14	0.009153434688323496
Bacteria;Firmicutes_A;Clostridia;UMGS1883;UMGS1883;UMGS1540	0	0	0	0.001840761276160023	0
Bacteria;Firmicutes_A;Clostridia;UMGS1883;UMGS1883;UMGS1883	3.012252079523306e-7	0	0	3.695079708882196e-4	1.6272402081764772e-7
Bacteria;Firmicutes_A;Clostridia;UMGS1810;UMGS1810;	0	0	0	0	1.7762152268037355e-4
Bacteria;Firmicutes_A;Clostridia;Monoglobales_A;UBA1381;CAG-41	0.0016930495267230875	1.8609456831510182e-5	0	2.795837795567299e-4	0.13035589926478025
Bacteria;Firmicutes_A;Clostridia;Monoglobales_A;UBA1381;UBA4716	8.95341063309584e-5	0	0	0	0
Bacteria;Firmicutes_A;Clostridia;Monoglobales_A;UBA1381;	0	0	0	0	1.836681784276262e-4
Bacteria;Firmicutes_A;Clostridia;Monoglobales;Monoglobaceae;UMGS1326	0	0	0	0.0018189027764357873	0
Bacteria;Firmicutes_A;Clostridia;Monoglobales;Firm-18;	0	0	0	3.1454412904702056e-4	0
Bacteria;Firmicutes_A;Clostridia;;;	1.9904277217135383e-15	0	0	2.7189554041356993e-4	3.512676228503004e-5
Bacteria;Firmicutes_A;Clostridia;TANB77;CAG-508;CAG-354	0.0013469676208481907	0	0	9.73413675806326e-4	0.0387598273813693
Bacteria;Firmicutes_A;Clostridia;TANB77;UBA1234;	0	0	0	1.000237783348054e-9	5.041410117621433e-4
Bacteria;Firmicutes_A;Clostridia;Saccharofermentanales;Fastidiosipilaceae;KA00274	0	0.003273608626629964	0	0	0
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;UBA11957	0	0	0	8.238270711362084e-8	4.4477040521889835e-4
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;UBA7160	0	2.860227301060278e-16	0	9.83311133664179e-7	0.002421135697613056
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;GCA-900066575	1.3708007057994012e-12	0	0	4.460823522107386e-4	0.0028801585160101676
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;	1.310326572561916e-10	0	0	0.0014223327965738701	0.005214496982065645
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Ruminococcus_B	0.11471575521243825	0.47660516509985773	3.2413514175693033e-4	0	6.761739723344935e-14
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;1XD42-69	0	0	0	5.82230329784624e-5	8.192340819074801e-4
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;CAG-510	5.6057857419591357e-05	0	0	0.13426234635014384	1.660184538467848e-4
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;KLE1615	7.785925517057435e-4	4.079618353786655e-12	0	0.0014248663602400113	0.09699439138637288
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;TWA4	0	0	0	5.825956899781416e-4	3.572890000862178e-4
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;UBA2821	0	0	0	0.0023607508357378045	0
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;CAG-127	0	0	0	0.10578691888486669	0.28344071507937446
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;CAG-632	0	0	0	0.010060157243930813	0.005639203547980563
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;NC2004	0	0	0	0.0013779255727733595	0
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Frisingicoccus	2.4448667007940784e-4	0	0	0	1.2658804236112068e-4
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;UBA1390;UBA1390	2.0726472894807365e-14	0	0	1.1078280316549139e-5	6.288081872732876e-4
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;UBA1390;	0	0	0	0	4.996854101930305e-4
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Anaerotignaceae;UBA8514	2.797319576631919e-5	0	0	3.085301554552825e-5	0.002174188620423192
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;CAG-274;	6.78694391172012e-5	0	0	0	0
Bacteria;Firmicutes_A;Clostridia;Peptostreptococcales;Anaerovoracaceae;CAG-238	0	0	0	0.013659841334925414	0.0015178943534032404
Bacteria;Firmicutes_A;Clostridia;Peptostreptococcales;Anaerovoracaceae;	0	0	0	1.5711094383149058e-4	4.418009424210172e-4
Bacteria;Firmicutes_A;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Terrisporobacter	2.0133910384999727e-11	1.7151891493644037e-4	4.448401420334619e-5	3.6351193623279334e-4	0.005782657574937999
Bacteria;Firmicutes_A;Clostridia_A;Christensenellales;CAG-917;CAG-917	0	0	0	5.002682411448609e-4	0
Bacteria;Firmicutes_A;Clostridia_A;Christensenellales;CAG-917;CAG-349	0	0	0	0.14457805347228006	0.07148576796888423
Bacteria;Firmicutes_A;Clostridia_A;Christensenellales;Borkfalkiaceae;UMGS1004	0	0	0	0	0.006951662445760059
Bacteria;Firmicutes_A;Clostridia_A;Christensenellales;Borkfalkiaceae;UBA1259	0	0	0	9.207847889313746e-4	1.8239755075923966e-5
Bacteria;Firmicutes_A;Clostridia_A;Christensenellales;Borkfalkiaceae;UMGS775	0	0	0	0.006409090063365418	0.0013794854776489475
Bacteria;Firmicutes_A;Clostridia_A;Christensenellales;Borkfalkiaceae;UBA10281	0	0	0	0.021261304705684637	0.005946206164739964
Bacteria;Firmicutes_A;Clostridia_A;Christensenellales;Borkfalkiaceae;	0	0	0	2.3683999322622417e-4	0.0019875042566131164
Bacteria;Firmicutes_A;Clostridia_A;Christensenellales;Borkfalkiaceae;UBA4636	0	0	0	8.171671937133372e-5	0.001725858714356738
Bacteria;Firmicutes_A;Clostridia_A;Christensenellales;CAG-552;	2.16658365859362e-12	0	0	0.003119714150266265	1.8505172026111083e-4
Bacteria;Firmicutes_A;Clostridia_A;Christensenellales;CAG-552;UMGS1880	1.2745250598123775e-11	0	0.002618645610700772	0	0.016208060831899747
Bacteria;Firmicutes_A;Clostridia_A;Christensenellales;CAG-314;UMGS1707	0	0	0	0	0.0035545674852668512
Bacteria;Firmicutes_A;Clostridia_A;Christensenellales;CAG-314;SFEB01	0	0	0	0.0012225110322464628	0
Bacteria;Firmicutes_A;Clostridia_A;Christensenellales;UBA1242;UBA11517	0	0	0	0.003007010941874528	0
Bacteria;Firmicutes_A;Clostridia_A;Christensenellales;UBA1242;	0	0	0	0.002678497408538482	0
